# Riess et al. 2011, ApJ 730, 119 (R11), Table 2: HST/WFC3 Cepheids in SN Ia host galaxies and NGC 4258, as processed for
# ASTR 596 Spring 2020 / 2023 (GN, week 3): m = F160W - 0.41 (V-I), merr = F160W error, P in days, logO_H = log[O/H], bias = R11 crowding correction already applied.
# Copied 2026-09-20 from ~/work/ast596_2023_Spring/notes/03/R11ceph.dat (Cepheid 102255 excluded there for merr = 99). 646 rows, nine galaxies (NGC 4258 anchor + eight SN Ia hosts).
# rej_flag added 2026-09-20 from VizieR J/ApJ/730/119/table2 column Flag: ok | rej (R11 Sec. 3: > 0.75 mag or > 2.5 sigma from the P-L fit, Chauvenet, iterated; mostly blends) | lowP | rej_lowP. NGC 4258: 48 of 166 flagged rej.
id,gal,m,merr,P,logO_H,bias,rej_flag
1031570,5584,23.723100,0.170000,47.050000,-3.300000,0.100000,ok
478350,5584,23.852400,0.290000,46.750000,-3.060000,0.160000,ok
781586,5584,24.113500,0.360000,46.660000,-3.030000,0.360000,ok
455911,5584,24.888500,0.540000,46.100000,-3.160000,0.270000,rej
295981,5584,23.848700,0.210000,45.660000,-3.150000,0.110000,ok
347072,5584,22.685100,0.350000,44.980000,-3.170000,0.270000,rej
97566,5584,23.257800,0.260000,43.490000,-3.350000,0.140000,ok
411135,5584,23.785900,0.380000,43.460000,-3.030000,0.250000,ok
715986,5584,23.861400,0.320000,42.450000,-3.150000,0.140000,ok
374736,5584,23.681300,0.440000,41.520000,-3.120000,0.360000,ok
238461,5584,24.096500,0.460000,39.160000,-3.210000,0.130000,ok
571414,5584,23.601300,0.310000,39.160000,-3.070000,0.280000,ok
1003920,5584,23.471300,0.310000,39.010000,-3.300000,0.210000,ok
545366,5584,24.949200,0.460000,38.810000,-3.020000,0.160000,rej
727892,5584,24.311800,0.290000,38.650000,-3.280000,0.240000,ok
449157,5584,24.334600,0.550000,38.490000,-3.000000,0.430000,ok
513827,5584,23.324400,0.480000,38.200000,-2.910000,0.360000,ok
605531,5584,24.339000,0.410000,38.070000,-3.060000,0.200000,ok
550433,5584,23.769800,0.190000,38.040000,-3.340000,0.070000,ok
1015180,5584,23.740000,0.260000,37.170000,-3.280000,0.110000,ok
606041,5584,23.487400,0.320000,36.880000,-3.170000,0.240000,ok
738261,5584,24.071100,0.480000,36.540000,-3.020000,0.360000,ok
390652,5584,23.897400,0.490000,36.480000,-3.140000,0.220000,ok
421192,5584,23.453100,0.380000,36.290000,-3.020000,0.110000,ok
253461,5584,23.982400,0.600000,36.270000,-3.230000,0.540000,ok
200467,5584,24.356000,0.350000,35.850000,-3.270000,0.280000,ok
208725,5584,24.358200,0.440000,35.130000,-3.270000,0.310000,ok
493790,5584,24.525900,0.600000,34.440000,-2.950000,0.530000,ok
267902,5584,25.645600,0.650000,33.470000,-3.220000,0.620000,rej
644384,5584,25.215100,0.690000,33.110000,-3.170000,0.230000,rej
220248,5584,24.059500,0.280000,31.360000,-3.230000,0.090000,ok
811974,5584,23.903600,0.370000,31.060000,-3.240000,0.140000,ok
918325,5584,24.220500,0.310000,30.500000,-3.190000,0.140000,ok
521128,5584,24.011300,0.400000,30.460000,-2.980000,0.440000,ok
464626,5584,24.143900,0.360000,30.310000,-3.100000,0.280000,ok
378235,5584,24.218500,0.190000,30.170000,-3.410000,0.090000,ok
418643,5584,23.543100,0.300000,30.100000,-3.100000,0.320000,ok
511109,5584,24.281300,0.440000,30.000000,-2.960000,0.550000,ok
466137,5584,24.042100,0.550000,29.600000,-3.040000,0.260000,ok
1073820,5584,23.418000,0.210000,29.510000,-3.340000,-0.100000,rej
412396,5584,24.336100,0.660000,28.870000,-3.090000,0.460000,ok
230093,5584,23.932400,0.370000,28.360000,-3.210000,0.290000,ok
504490,5584,24.088400,0.510000,28.310000,-2.920000,0.560000,ok
927325,5584,24.130600,0.290000,27.860000,-3.240000,0.230000,ok
298430,5584,24.738700,0.300000,27.530000,-3.270000,0.260000,ok
602554,5584,23.755400,0.460000,26.710000,-3.180000,0.340000,ok
563696,5584,24.489000,0.340000,26.660000,-3.080000,0.320000,ok
711358,5584,25.188200,0.390000,26.640000,-3.230000,0.020000,ok
852752,5584,23.468000,0.270000,26.360000,-3.160000,0.220000,rej
519642,5584,23.211800,0.430000,25.750000,-2.950000,0.470000,rej
550434,5584,24.543100,0.280000,25.590000,-3.360000,0.070000,ok
740028,5584,24.262300,0.630000,25.570000,-3.000000,0.380000,ok
825506,5584,25.905900,0.490000,25.300000,-3.190000,0.160000,rej
912240,5584,24.832800,0.410000,25.060000,-3.180000,0.270000,ok
892554,5584,23.938800,0.380000,25.020000,-3.190000,0.200000,ok
729270,5584,24.650000,0.270000,24.710000,-3.360000,0.230000,ok
82928,5584,24.781500,0.430000,24.280000,-3.360000,0.090000,ok
552392,5584,25.532800,0.330000,23.440000,-3.360000,0.140000,rej
534937,5584,24.607700,0.130000,23.330000,-3.390000,0.330000,ok
549585,5584,24.455100,0.470000,22.920000,-2.990000,0.650000,ok
853244,5584,26.240000,0.690000,22.520000,-3.200000,0.280000,rej
321323,5584,24.323100,0.760000,21.510000,-3.170000,0.920000,ok
787283,5584,24.502300,0.500000,21.070000,-3.030000,0.540000,ok
889136,5584,24.068500,0.350000,20.770000,-3.250000,0.200000,ok
258671,5584,25.090000,0.430000,20.280000,-3.210000,0.810000,ok
136908,5584,24.769200,0.510000,19.600000,-3.360000,0.510000,lowP
482301,5584,25.550000,0.720000,18.430000,-2.960000,1.090000,lowP
710341,5584,23.970800,0.470000,17.990000,-3.150000,0.520000,rej_lowP
1006820,5584,25.792600,0.310000,17.300000,-3.310000,0.830000,rej_lowP
666561,5584,23.982100,0.430000,17.080000,-2.920000,0.900000,rej_lowP
429073,5584,25.612500,0.530000,16.400000,-3.130000,0.550000,lowP
590730,5584,25.790000,0.580000,14.490000,-3.110000,0.580000,lowP
790690,5584,24.888500,0.630000,14.450000,-3.410000,0.280000,lowP
14850,4038,24.049200,0.440000,20.110000,-2.940000,1.300000,lowP
2741,4038,24.327400,0.370000,20.960000,-3.020000,0.890000,lowP
1786,4038,23.656700,0.420000,23.360000,-3.080000,0.230000,rej_lowP
79340,4038,23.732000,0.360000,23.400000,-3.180000,1.050000,rej_lowP
90544,4038,23.818400,0.600000,23.420000,-3.280000,0.790000,rej_lowP
61885,4038,23.617000,0.480000,25.890000,-2.900000,1.380000,lowP
66226,4038,23.749000,0.540000,26.410000,-2.990000,0.670000,lowP
2899,4038,23.692900,0.390000,28.290000,-3.020000,0.330000,ok
50618,4038,25.173100,0.610000,30.050000,-3.000000,1.020000,rej
61212,4038,23.206200,0.550000,30.060000,-3.030000,0.610000,rej
14127,4038,24.384600,0.500000,32.610000,-2.950000,0.740000,ok
66568,4038,24.414900,0.570000,35.150000,-3.000000,0.170000,ok
2098,4038,24.189000,0.450000,36.060000,-3.050000,0.320000,ok
52139,4038,23.666700,0.420000,36.530000,-2.880000,1.010000,ok
56965,4038,22.845900,0.570000,37.870000,-2.950000,0.580000,rej
12318,4038,23.544600,0.570000,38.710000,-2.940000,1.010000,ok
57613,4038,23.249000,0.510000,39.820000,-2.990000,0.360000,ok
59401,4038,23.766000,0.430000,40.070000,-2.960000,0.670000,ok
61493,4038,24.178700,0.540000,40.840000,-2.960000,0.390000,ok
67110,4038,24.282800,0.480000,41.070000,-2.990000,0.370000,ok
87068,4038,24.358000,0.540000,42.410000,-3.180000,0.280000,rej
60844,4038,23.403600,0.540000,42.910000,-2.970000,0.470000,ok
75207,4038,23.669300,0.370000,42.990000,-3.030000,0.120000,ok
1757,4038,23.293400,0.270000,43.980000,-3.050000,0.210000,ok
40839,4038,23.786700,0.350000,45.850000,-2.950000,0.550000,ok
63839,4038,23.630800,0.390000,46.160000,-2.980000,0.340000,ok
74894,4038,22.588700,0.500000,46.310000,-3.110000,0.690000,rej
80094,4038,22.663200,0.470000,46.730000,-3.110000,0.330000,ok
49858,4038,23.950000,0.490000,50.340000,-2.980000,0.770000,ok
88457,4038,23.469300,0.430000,53.950000,-3.220000,1.060000,ok
12435,4038,23.617900,0.520000,54.500000,-2.910000,0.800000,ok
61356,4038,24.085700,0.570000,58.780000,-2.960000,0.390000,rej
82809,4038,22.687700,0.430000,61.040000,-3.190000,0.500000,ok
77376,4038,23.126000,0.620000,61.360000,-3.090000,0.790000,ok
62538,4038,22.615200,0.290000,64.410000,-3.030000,0.270000,ok
10441,4038,24.195700,0.630000,66.680000,-2.940000,0.830000,rej
67639,4038,23.005200,0.380000,72.930000,-2.930000,0.260000,ok
67811,4038,22.435500,0.210000,76.830000,-3.080000,0.210000,ok
5006,4038,22.956700,0.450000,102.900000,-2.980000,0.310000,ok
16265,4038,22.258800,0.390000,117.600000,-2.890000,0.210000,ok
24649,4038,22.300000,0.350000,118.800000,-2.840000,0.390000,ok
8342,4038,22.735700,0.270000,121.800000,-2.950000,0.050000,ok
5625,4038,21.769300,0.310000,133.900000,-2.980000,0.130000,ok
41146,4038,22.255600,0.210000,162.100000,-2.930000,0.150000,ok
69575,4038,21.651300,0.160000,197.100000,-2.960000,0.050000,ok
27608,4038,21.935100,0.300000,203.300000,-2.830000,0.100000,ok
50193,4258,20.863800,0.150000,93.230000,-3.050000,0.050000,rej
42837,4258,20.358700,0.180000,95.920000,-3.040000,0.050000,ok
9633,4258,20.116200,0.230000,69.460000,-3.000000,0.100000,rej
31107,4258,21.093900,0.240000,58.210000,-3.030000,0.070000,ok
15470,4258,20.283200,0.270000,50.700000,-3.010000,0.220000,rej
47358,4258,21.227400,0.270000,50.890000,-3.040000,0.140000,ok
29058,4258,21.200500,0.330000,40.540000,-3.030000,0.300000,ok
34159,4258,21.355900,0.320000,41.570000,-3.030000,0.260000,ok
19435,4258,20.583800,0.350000,39.530000,-3.010000,0.250000,rej
8480,4258,20.962500,0.430000,37.630000,-3.020000,0.110000,ok
49279,4258,21.314600,0.270000,36.120000,-3.060000,0.160000,ok
8723,4258,22.336400,0.460000,35.570000,-3.010000,0.520000,ok
17423,4258,21.719300,0.400000,34.570000,-3.010000,0.380000,ok
15103,4258,22.892600,0.610000,34.360000,-3.010000,0.500000,rej
33434,4258,20.540200,0.320000,34.480000,-3.030000,0.410000,rej
17369,4258,21.180000,0.370000,34.930000,-3.030000,0.100000,ok
189390,4258,21.700500,0.290000,34.410000,-3.050000,0.220000,ok
22927,4258,21.153600,0.290000,33.990000,-3.020000,0.470000,ok
3147,4258,22.085900,0.410000,33.390000,-3.010000,0.370000,ok
36217,4258,22.777500,0.530000,31.100000,-3.030000,0.340000,rej
36357,4258,22.147400,0.410000,29.480000,-3.040000,0.490000,ok
21518,4258,21.341400,0.340000,30.950000,-3.040000,0.300000,ok
14316,4258,21.982600,0.440000,29.630000,-3.010000,0.620000,ok
44839,4258,21.969000,0.470000,24.950000,-3.050000,0.640000,ok
30136,4258,21.973900,0.470000,26.070000,-3.020000,0.640000,ok
46945,4258,21.721000,0.490000,25.120000,-3.050000,0.370000,ok
24960,4258,21.755400,0.380000,25.490000,-3.010000,0.560000,ok
56661,4258,23.031200,0.420000,23.830000,-3.060000,0.340000,ok
9241,4258,21.964800,0.500000,27.250000,-3.020000,0.530000,ok
31615,4258,21.658800,0.500000,23.980000,-3.030000,0.710000,ok
43119,4258,21.521500,0.380000,23.810000,-3.040000,0.400000,rej
8361,4258,21.819800,0.440000,23.790000,-3.010000,0.690000,ok
17151,4258,21.553500,0.350000,22.350000,-3.010000,0.570000,ok
23741,4258,22.393700,0.560000,22.680000,-3.010000,0.510000,ok
14643,4258,22.872800,0.440000,22.040000,-3.010000,0.920000,rej
17357,4258,21.613900,0.360000,22.450000,-3.010000,0.600000,ok
34408,4258,21.761500,0.550000,22.420000,-3.030000,0.680000,ok
12898,4258,22.804600,0.560000,22.820000,-3.010000,0.780000,ok
14775,4258,22.144800,0.390000,21.610000,-3.010000,1.110000,ok
1824,4258,22.574600,0.450000,20.100000,-3.000000,0.770000,ok
8052,4258,21.681000,0.530000,20.760000,-3.000000,0.810000,rej
6616,4258,22.778700,0.490000,16.990000,-3.000000,1.170000,ok
40434,4258,22.159800,0.480000,16.430000,-3.020000,0.820000,ok
38988,4258,22.991500,0.670000,17.530000,-3.040000,1.000000,ok
158057,4258,23.449800,0.620000,16.680000,-3.010000,0.980000,rej
19414,4258,22.901000,0.440000,16.380000,-3.020000,0.680000,ok
49332,4258,23.038900,0.490000,16.000000,-3.040000,0.800000,ok
11066,4258,23.203900,0.550000,15.910000,-3.000000,1.150000,ok
60978,4258,24.070300,0.670000,15.210000,-3.050000,0.800000,rej
29222,4258,22.466400,0.600000,14.580000,-3.020000,0.750000,ok
16299,4258,23.965200,0.720000,12.280000,-3.010000,1.300000,rej
51416,4258,23.134300,0.560000,11.090000,-3.060000,1.070000,ok
57246,4258,23.105100,0.450000,10.900000,-3.060000,1.090000,ok
20566,4258,22.093600,0.560000,10.360000,-3.020000,1.100000,rej
25811,4258,23.255100,0.610000,10.300000,-3.020000,1.250000,ok
25760,4258,24.002800,0.540000,9.979000,-3.020000,1.460000,ok
64217,4258,22.994100,0.510000,10.060000,-3.060000,0.950000,ok
89807,4258,20.593400,0.110000,98.420000,-3.070000,0.030000,rej
80885,4258,20.286700,0.150000,65.230000,-3.070000,0.040000,rej
10849,4258,21.080600,0.290000,51.510000,-3.080000,0.200000,ok
77289,4258,21.062700,0.180000,46.390000,-3.100000,0.110000,ok
1625,4258,20.767700,0.290000,45.430000,-3.080000,0.160000,ok
2686,4258,21.345400,0.310000,44.050000,-3.120000,0.100000,ok
77610,4258,21.170000,0.230000,42.820000,-3.060000,0.160000,ok
32759,4258,21.394600,0.230000,42.310000,-3.080000,0.310000,ok
475,4258,21.402300,0.340000,41.880000,-3.070000,0.170000,ok
62769,4258,21.484300,0.250000,33.020000,-3.040000,0.180000,ok
97135,4258,22.358000,0.280000,31.780000,-3.080000,0.100000,ok
99756,4258,22.393600,0.270000,29.050000,-3.100000,0.210000,ok
106960,4258,22.412300,0.270000,28.260000,-3.080000,0.130000,ok
83857,4258,21.198400,0.300000,28.130000,-3.070000,0.190000,rej
37683,4258,22.241900,0.310000,26.180000,-3.030000,0.480000,ok
103070,4258,22.450800,0.450000,24.860000,-3.080000,0.210000,ok
33002,4258,23.412500,0.560000,22.480000,-3.100000,0.440000,rej
104131,4258,21.983300,0.250000,22.890000,-3.080000,0.200000,ok
105183,4258,22.044900,0.260000,23.000000,-3.080000,0.220000,ok
24365,4258,22.452800,0.590000,22.380000,-3.090000,0.520000,ok
95003,4258,22.658000,0.290000,20.570000,-3.100000,0.360000,ok
93585,4258,22.582300,0.410000,18.190000,-3.070000,0.420000,ok
99411,4258,23.648200,0.500000,17.020000,-3.080000,0.350000,rej
75254,4258,22.448200,0.390000,16.520000,-3.050000,0.380000,ok
94632,4258,21.752600,0.440000,16.030000,-3.090000,0.390000,rej
54398,4258,22.305400,0.530000,15.730000,-3.090000,0.810000,ok
122858,4258,22.760200,0.330000,14.280000,-3.100000,0.250000,ok
111064,4258,22.108200,0.330000,14.590000,-3.100000,0.350000,rej
43585,4258,22.974600,0.310000,14.800000,-3.160000,0.090000,ok
90355,4258,23.192800,0.490000,14.500000,-3.070000,0.240000,ok
99783,4258,22.862000,0.670000,14.310000,-3.110000,0.650000,ok
58469,4258,23.997700,0.840000,13.080000,-3.090000,0.880000,rej
59576,4258,23.459000,0.610000,12.650000,-3.040000,0.720000,ok
89618,4258,22.955900,0.380000,12.470000,-3.060000,0.550000,ok
74725,4258,22.862000,0.430000,11.990000,-3.050000,0.670000,ok
126765,4258,24.551800,0.560000,11.640000,-3.110000,0.280000,rej
100093,4258,22.354800,0.580000,12.020000,-3.090000,0.460000,rej
7952,4258,23.091000,0.530000,11.920000,-3.090000,1.040000,ok
110213,4258,22.662100,0.460000,11.600000,-3.100000,0.530000,ok
84547,4258,23.187900,0.360000,11.300000,-3.060000,0.790000,ok
109630,4258,23.573800,0.490000,10.930000,-3.090000,0.660000,ok
95403,4258,23.847700,0.620000,11.580000,-3.090000,0.610000,ok
91129,4258,23.090000,0.350000,11.160000,-3.070000,0.550000,ok
91209,4258,23.239200,0.480000,10.800000,-3.060000,0.670000,ok
91907,4258,22.218000,0.420000,10.510000,-3.070000,0.730000,rej
94562,4258,23.477700,0.410000,10.200000,-3.090000,0.910000,ok
97498,4258,23.818200,0.620000,9.987000,-3.070000,0.730000,ok
104039,4258,22.720300,0.560000,9.770000,-3.090000,0.630000,ok
11694,4258,25.878900,0.700000,4.934000,-3.300000,1.340000,rej_lowP
10401,4258,24.662500,0.670000,5.297000,-3.300000,1.450000,ok
5387,4258,22.358900,0.560000,6.487000,-3.320000,1.150000,rej
9483,4258,24.832500,0.720000,6.803000,-3.310000,1.100000,rej
11990,4258,23.563500,0.650000,8.024000,-3.290000,0.830000,ok
2134,4258,24.434800,0.600000,8.137000,-3.340000,1.250000,ok
13262,4258,24.232800,0.640000,8.288000,-3.280000,0.750000,ok
9786,4258,23.934800,0.590000,8.920000,-3.300000,0.870000,ok
81614,4258,21.525900,0.300000,20.310000,-3.080000,0.290000,rej
67208,4258,22.043100,0.370000,18.290000,-3.080000,0.280000,ok
116159,4258,22.425100,0.300000,21.870000,-3.100000,0.120000,ok
143829,4258,22.617500,0.130000,18.280000,-3.270000,0.030000,ok
121078,4258,22.542300,0.310000,18.420000,-3.110000,0.190000,ok
138294,4258,22.568700,0.200000,15.810000,-3.170000,0.120000,ok
106997,4258,22.945600,0.390000,15.290000,-3.110000,0.250000,ok
144134,4258,22.975100,0.160000,15.610000,-3.230000,0.050000,ok
107947,4258,23.177700,0.300000,14.670000,-3.110000,0.320000,ok
118961,4258,21.783400,0.260000,12.820000,-3.110000,0.310000,rej
95987,4258,24.385200,0.730000,11.260000,-3.110000,0.340000,rej
141685,4258,23.379700,0.210000,10.990000,-3.240000,0.110000,ok
145186,4258,22.999200,0.230000,10.690000,-3.230000,0.100000,ok
29021,4258,25.563800,0.920000,3.072000,-3.320000,0.950000,lowP
26262,4258,23.544300,0.280000,5.007000,-3.270000,0.460000,rej
40543,4258,25.102000,0.730000,5.372000,-3.280000,0.390000,rej
31191,4258,22.423000,0.340000,5.834000,-3.330000,0.170000,rej
29843,4258,23.834800,0.400000,5.864000,-3.270000,0.480000,ok
20639,4258,24.147700,0.530000,6.735000,-3.270000,0.630000,ok
25502,4258,23.342800,0.540000,7.538000,-3.270000,0.450000,ok
24134,4258,24.513300,0.520000,8.937000,-3.270000,0.330000,rej
12705,4258,24.025600,0.590000,9.942000,-3.330000,0.380000,ok
14709,4258,22.235600,0.260000,10.970000,-3.320000,0.170000,rej
19312,4258,23.643800,0.470000,13.550000,-3.280000,0.200000,ok
15276,4258,21.983300,0.200000,16.430000,-3.320000,0.170000,rej
118782,4258,22.065100,0.220000,25.560000,-3.110000,0.170000,ok
121312,4258,24.361800,0.320000,17.850000,-3.120000,0.160000,rej
117710,4258,23.979700,0.490000,14.300000,-3.110000,0.300000,rej
95711,4258,23.340800,0.610000,10.940000,-3.120000,0.400000,ok
17005,4258,24.592800,0.570000,5.739000,-3.270000,0.940000,ok
23710,4258,25.434300,0.310000,5.920000,-3.250000,1.210000,rej
12774,4258,22.631200,0.510000,6.189000,-3.290000,0.790000,rej
999999,4258,20.090000,0.100000,92.000000,-3.160000,0.020000,rej
42010,4258,24.020500,0.320000,8.961000,-3.240000,0.170000,ok
28881,4258,19.202000,0.100000,86.150000,-3.250000,0.000000,rej
28076,4258,22.075400,0.110000,31.170000,-3.230000,0.000000,ok
27963,4258,22.239300,0.150000,21.260000,-3.230000,0.060000,ok
220887,4258,22.003400,0.120000,31.290000,-3.230000,0.010000,ok
220789,4258,22.303600,0.140000,21.290000,-3.230000,0.030000,ok
21853,4258,25.466400,0.350000,6.063000,-3.260000,0.170000,rej
15227,4258,23.390500,0.320000,7.140000,-3.280000,0.130000,ok
24025,4258,22.475600,0.250000,9.253000,-3.250000,0.050000,rej
28606,4258,22.917700,0.100000,53.880000,-3.240000,0.010000,rej
19756,4258,21.349800,0.100000,48.790000,-3.240000,0.000000,ok
16719,4258,20.507500,0.100000,109.300000,-3.260000,0.000000,rej
8073,4258,21.667000,0.100000,32.290000,-3.290000,0.000000,ok
307758,4258,21.781800,0.100000,32.400000,-3.290000,-0.000000,ok
144755,4258,22.584400,0.200000,12.050000,-3.190000,0.130000,ok
29163,4258,24.152000,0.570000,6.739000,-3.250000,0.380000,ok
34729,4258,22.660800,0.500000,14.920000,-3.250000,0.000000,ok
89375,4258,22.412800,0.450000,12.380000,-3.110000,0.420000,ok
246695,4258,22.596900,0.400000,11.200000,-3.110000,0.490000,ok
312665,4258,22.772000,0.110000,39.090000,-3.220000,0.010000,rej
